sample_id,split,label,text_clean,n_words_raw,n_words_clean
5466,train,0,العبوة سيئ للغاية تلقى خزانات حبر canon cli color متعدد الالوان ارسال صندوق ورق المقوى رفيع حزمة مبطنة ترك حزمة صندوق بريد الخاص بي لساعات تبلغ درجة مؤشر حرارة درجة فتح حزمة تعرض صندوق للتلف جانب اعلى اسفل التقط صور سيئ للغاية ممكن تجنب المرسل شحن عنصر مربع افضل دفع سعر كامل تعامل نوع خدمة سيئ ازعاج قدم المرسل تبادلا استرداد,100,61
5467,test,0,لا اصدق اسم بناتي روز اسم غير متوفر مستاء للغاية لعبة تبدو رائع هيا اسم الوردة بسيط قدر الامكان,25,19
5468,test,1,ممتاز استماع trafalger نسي لحظة bee gees خجولة اربع سنوات اكبر فرقة ديسكو عالم رفض مضى عمل bands اوائل السبعينيات قرن عشر حيث تخفيف ماهية البريطانية trafalger التذكرة قطع الالبوم تجربة نفسي عمل odesaand اغاني بوب مصنوع الام تزامن ترتيب حاد وذات هزيلة سمع الضربة مكن اصلاح حرارة مكسور لحن تقريب مكارتنيت ممكن عمل بجوار العم البرت onramnext العم البرت لا شيئ افضل,94,63
5469,train,1,يتم مسح جانب جوانب معيشة مستقل مكتوب خصيصا شباب نساء خرج عالم الروتينات امن منزل كلية وتر منزل يضع بوضوح ما توقع وماذا فعل وكم حياة عالم الحقيقيسوف يكلفك يتم مسح جانب جوانب معيشة مستقل بما قضايا توقيع عقد ايجار ودائع المرافق وتامين المستاجر تسجيل سيارة موقع جديد رخصة قيادة الميزانيةو اكثر يوصى بشدة قراءة دقيقة لمغادرة منزل لا مفر محدد مال والاجهاد تجنب اعمى متطلبات حياة عادي حياة,101,69
5470,train,1,فوز ارتدي الكولونيا اسالني نساء المنحنى اوه احب رائحة تقترب,20,10
5471,train,1,جاف سخيف ورق بساطة رائع اخذ فكاهة جاف لجوزيف هيلر خيال علمي فريد لكورت فونيغوت فهم ماهية كتاب دليل hitchhiker المجرة قليل هواء نقي معظم خيال علمي اخرى يتم فحص وجودية سلسلة مؤسسة asimov بفرح الميتافيزيقي استخدم ادمز وضع قصة تذكر فكاهة كتاب معظم خطوط قصص عائلة سمبسون تطلب عمل كتاب قارئ تعليق عدم تصديق كتاب سخيف للغاية درجة يبدو يوازي مشاكل حياة حديث نهاية وضح كتاب معظم مشكل لن يتم تغلب ابدا دائم علف لتكسير فكاهة وهذه اقل بداية,121,80
5472,train,1,المؤامرات hangman s holiday عبارة مجموع قصص قصير اثني عشر لغز العشرينات وربع الثلاثين انجلترا كتاب يقف بمفرده لديه شعور شائع صورة مراة the incredible the lord peter wimsey the queen s square the necklace of pearls the plincied dow sleuths on the rescent murder in the morning احد قتل عيد العنصرة maher shalal hashbaz رجل عرف لعب نافورة تصوري الاسرار تحسن اكثر اثارة اهتمام ظهور لاعب تالي انتهى لن اشرع قصص متعة سمح بالتكشف تحب كتاب سايرز اخرى عجب مجموع قصص قصير,112,83
5473,train,1,حصل اصوات وينظرون woo kai مجموع اولى وجه حصل اغاني رائع heart to heart حلو اوه سمع تبدو جيد معرض الفلبيني عطلة نهاية اسبوع خاصة درو فور المتواصل تتوصل مزيد اغاني حسن اخرج,56,33
5474,test,1,كلاسيكي دائم احد لام مفضلة تعلق بالهجائر مجنون لنادي سيارات اواخر الخمسينيات اوائل الستينيات جميع انحاء الفيلم اغاني رائع والسيارات رائع سباق شريط وزيارة محرك الاقراص محلي مفاصل البرجر علامة الفيلم burger coint tubby s وهو وشك يتم اغلاق يسمى تقدم وافتتاح مبنى مكتب جديد مكان طوال ليل اغلاق فارس هوليوود يكتسب المبادرات جديد ويفقدون احد الاعضاء اكبر سنا مسودة حرب فيتنام لن شعر خيبة امل الفيلم متاكد ضحك كثيرا مستعد استرداد مناسب,107,73
5475,train,1,بسيط شكل لا صدق سهل استخدام اشترى مجموع لترقية دفتر hp محرك الاقراص ثابتة بسعة جيجابايت محرك اقراص ثابتة بسعة جيجابايت تعليمات quickstart ما احتاجه وجود ampricorn اداء مهمته ساعة قمت بالترقية خاصة بي دخل الكمبيوتر محمول وضع استعداد دقيقة اضطر تمرير لوحة تتبع لمستيقظ الكمبيوتر محمول اوقف وضع استعداد نقل مؤقتا التقط عملية حيث توقف دون مشاكل,72,58
5476,test,1,كذبة زاك كذبة زاك كتاب نجمة يستحق نجمة عمل مستمر اعتقد يستحق يحتوي كثير التفاصيل وصف كتاب جيد وصف شخصي شرح مؤلف شعر شخصية تغير مظهر وشخصيتها كتاب جيد قراء جميع الاعمار يبدو اجراء حقيقي خاصة ياتي الناس زاك وعائلته,63,40
5477,test,0,sucks الفيلم مسابقة للعصابات تقديم اغاني اصلي وكان مفترض الفائز مسار صوت لم يعلنوا الفائز لن اشتريه ابدا,28,18
5478,test,1,صلبة ساعد شباب نمو ايمان خدم كتاب مجموع دراسة كتاب مقدس خاصة بي مدار الاسابيع قليل ماضي ظهر المراهقون اهتمامات كبير لاحظ يطرحون مزيد الاسئلة صلة والمشاركة بنشاط المناقشات يحتوي كتاب العديد الاسئلة والاجوبة فرعي قسم تعليق تغطى العديد المجالات عملية حياة مادة رائع لاي مسيحي استفادة ينصح بشده,74,49
5479,train,0,usb a female a female adapter adapter منتج تلقى خطا اتصال بائع للحصول شحن جزء صحيح وعد بائع ارسال جزء صحيح اكثر اسبوع وتوقيع جزء لا قول منتج فعل لا تضطر اختبار,51,32
5480,test,0,ادى تمثيل تسويق غموض شراء منتج غير قابل استخدام اشترى مجموع البخاخة التزيين master care هدية لابن طاهي المعجنات وقد اوصى منتج اثناء عملية طلب رات ابن انظف ابلغتني انك تستخدم كحول تنظيف البخاخات تستخدم للطعام بحيث المنظف مضيعة مال لا amazon منتج غذائيا منتج ببخير غير غذاء,61,48
5481,train,0,maverick remote read nemotermenter aspoincent مفترض نطاق قدم فقد تواصل لا سوى هواء الطلق جهاز الارسال مستقبل ارتفاع قدم ميز لطيف المتلقي سبب رئيسي شراء قدرة والتي لا عمل شكل جيد اعتقد جهاز توجيه لاسلكي الخاص بي للجهاز سبب يؤخذ اعتبار تصميم وحدة شان جهاز ارسال اقوى جهاز استقبال افضل جعل وحدة نجمة,85,53
5482,train,0,اسوا لعبة اطلاق اسوا لعبة اطلاق اتغلب ليل قصير قصير جدا تغلبت غضون ساعة نصف لدي نسخ مسبقة مجموع الالعاب خاصة بي لعب لاشعال نار اعرف كومة حماقة اشترى اثنين,57,30
5483,train,1,فيلم wonerfull المرح acapulco مراجعة كين فيلم elvis fun acapulco الفيس يديه ممتلئ كغواص جرف محتمل والطويري سابق حاول واحد علاج رهابه والفوز يد ملكي نازح اورسولا اندرس اضف مزيج impresario حجم نصف لتر امل كسر بطل كعمل صالة ومنافس رومانسي حتمي ومقاتل سيد قائظ وسترى لا مكن قول لا لاكابولكو زوج كاشيس لديها لام الفيس بريسلي واحد مفضلات oyr موسيقى رائع والتشكيل اغاني اود وصي الفيلم لجميع مشجع الفيس بريسلي,89,71
5484,train,0,كتاب ممتع فارغ احب سير ذاتي وانا محب جيمي بافيت لكنني لم استطع تعامل كتاب يستخدم طائرة بحر ويسافر اداة ادب كتاب قلب لا يبدو اظن لم يكن خطاف انتاج كتاب اخر فلن كتاب كتب,52,35
5485,train,1,منتج رائع جرب ابن منتج الرفوف وايضا عدد الادوية والكريمات موصوف لا ساعد اشترى علاج حب شباب حاد حب شباب ووجه وجه غضون اسبوع مندهش انفق مئات دولار dermatoligists لم تستطع ساعد وصي بشدة منتج ابن ليس لديهم حب شباب شديد يحبون نظام علاج المنتظم لحب شباب لا يحتاجون منتج شديد,66,51
